timestamp,Synthetic Normalized Nitrate,accumulated GDD,accumulated SHU,accumulated NHU,solar_radiation_00209FC8_avg_Lag1H,soil_moisture2_01209E4F_avg_Lag1H,soil_temperature3_01209E4F_avg_Lag1H,air_temperature_multi_sensor_avg_Lag1H,vpd_multi_sensor_avg_Lag1H,relative_humidity_multi_sensor_avg_Lag1H,soil_moisture2_01209E4F_avg_Lag3H,soil_temperature3_01209E4F_avg_Lag3H,soil_moisture2_01209E4F_avg_Lag12H,soil_temperature3_01209E4F_max_Lag12H,soil_temperature3_01209E4F_min_Lag12H,vpd_multi_sensor_avg_Lag12H,precipitation_far_sensors_mean_sum_Lag12H,FN2O_C4_broadcast_side_strip
2021-06-23 06:00:00,97.19387473,388.71675,371.0201389,45.72025175,10.5,36.35,17.15,9.12,0.185,83.485,37.15,17.225,35.41538462,17.5,17.1,0.45,0,5.024326667
2021-06-23 09:00:00,96.8207701,390.088125,373.0815972,45.95263213,552.5,37.8,17,13.795,0.48,69.39,36.35,17.05,36.09230769,17.5,17,0.319230769,0,4.471471667
2021-06-23 12:00:00,96.44909774,391.4595,375.1430555,46.18619362,965,36.05,16.8,18.09,1.15,44.265,36.825,16.875,36.44615385,17.4,16.8,0.412307692,0,5.564378333
2021-06-23 15:00:00,96.07885214,392.830875,377.2045139,46.42094222,778.5,38.5,16.7,20.09,1.51,35.475,37.65,16.75,37.16153846,17.3,16.7,0.718461538,0,7.464365
2021-06-23 18:00:00,95.71002782,394.20225,379.2659722,46.65688396,194.5,37.95,16.7,20.9,1.53,37.685,38.125,16.7,37.20769231,17.2,16.7,1.043846154,0,8.049306667
2021-06-23 21:00:00,95.34261934,395.573625,381.3274305,46.89402492,26,37.95,16.75,19.28,1.18,47.32,38.025,16.725,37.72307692,17,16.7,1.289230769,0,7.669196667
2021-06-24 00:00:00,94.97662125,396.945,383.3888889,47.13237119,0,37.4,16.8,15.205,0.645,62.085,37.65,16.8,37.80769231,16.8,16.7,1.257692308,0,6.1322
2021-06-24 03:00:00,94.61202814,398.98575,385.4503472,47.37192888,0,33.95,16.8,12.11,0.295,78.49,35.275,16.8,37.16923077,16.8,16.7,1.022307692,0,5.479446667
2021-06-24 06:00:00,94.24883463,401.0265,387.5368056,47.61660685,3.5,34.55,16.8,10.75,0.22,82.35,34.225,16.8,36.27692308,16.8,16.7,0.726153846,0,4.78291
2021-06-24 09:00:00,93.88703532,403.06725,389.6357639,47.86451014,527.5,34.05,16.7,17.02,0.705,63.47,34.25,16.75,35.35384615,16.8,16.7,0.511538462,0,5.151401667
2021-06-24 12:00:00,93.52662488,405.108,391.7347222,48.11370407,1060,33.65,16.6,24.385,1.75,42.58,33.875,16.625,34.43846154,16.8,16.6,0.68,0,6.946493333
2021-06-24 15:00:00,93.16759797,407.14875,393.8336806,48.36419535,1118,34.55,16.6,26.815,2.28,35.015,34.575,16.6,34.24615385,16.8,16.6,1.084615385,0,10.86484833
2021-06-24 18:00:00,92.80994928,409.1895,395.9326389,48.61599076,268.5,33.8,16.65,26.19,2.17,35.97,33.825,16.625,34.21538462,16.8,16.6,1.547692308,0,10.82352167
2021-06-24 21:00:00,92.45367353,411.23025,398.0315972,48.86909707,44.5,33.45,16.8,24.025,1.75,41.235,33.575,16.75,34.03846154,16.8,16.6,1.883076923,0,9.337675
2021-06-25 00:00:00,92.09876543,413.271,400.1305556,49.12352112,0,36.8,16.9,21.18,1.195,52.05,35.675,16.85,34.61538462,17,16.6,1.89,0,8.31266
2021-06-25 03:00:00,91.74521974,415.9305,402.2295139,49.37926975,0,35.9,17,20.31,1.105,53.155,36.5,16.975,34.94615385,17,16.6,1.671538462,0,8.180576667
2021-06-25 06:00:00,91.39303123,418.59,404.3798611,49.651341,1,33.95,17,19.555,1,55.715,34.525,17,35.04615385,17,16.7,1.369230769,0,8.034871667
2021-06-25 09:00:00,91.04219469,421.2495,406.5559028,49.93244988,248.5,34.45,17,19.97,0.96,58.465,34.175,17,35.18461538,17,16.8,1.130769231,0,8.484571667
2021-06-25 12:00:00,90.69270493,423.909,408.7319445,50.2151503,488,33.65,17,21.3,1.06,57.875,34.375,17,34.93846154,17,16.9,1.058461538,0,9.961596667
2021-06-25 15:00:00,90.34455677,426.5685,410.9079861,50.49945127,321,33.1,17,23.185,1.155,59,33.1,17,34.05384615,17.1,17,1.048461538,0,10.40546667
2021-06-25 18:00:00,89.99774508,429.228,413.0840278,50.78536186,231.5,34.25,17.1,24.175,1.205,59.845,33.475,17.075,33.8,17.1,17,1.083846154,0,11.2511
2021-06-25 21:00:00,89.65226472,431.8875,415.2600695,51.07289118,11,34.55,17.1,21.525,0.38,85.45,34.9,17.1,33.99230769,17.1,17,0.996923077,0.4,12.03575
2021-06-26 00:00:00,89.30811058,434.547,417.4361111,51.36204839,0,35.25,17.2,20.2,0.075,96.395,34.9,17.15,34.05384615,17.2,17,0.773846154,2.9,11.14058333
2021-06-26 03:00:00,88.96527756,436.93875,419.6121528,51.65284271,0,35.75,17.3,18.99,0.09,95.57,35.625,17.275,34.65384615,17.3,17,0.549230769,5.9,11.05301667
2021-06-26 06:00:00,88.6237606,439.3305,421.8402778,51.96253772,0,36.95,17.3,18.0275,0.045,97.39,36.475,17.3,35.54615385,17.3,17.1,0.281538462,10.2,10.381655
2021-06-26 09:00:00,88.28355465,441.72225,424.0944444,52.28277062,34,44.7,17.4,17.1425,0,99.7825,42.025,17.35,37.52307692,17.4,17.1,0.072307692,20.9,9.68325
2021-06-26 12:00:00,87.94465466,444.114,426.3486111,52.60497705,142.5,43.5,17.45,19.5175,0.13,93.96,43.8,17.425,39.53846154,17.5,17.2,0.062307692,20.6,24.75733333
2021-06-26 15:00:00,87.60705563,446.50575,428.6027778,52.92916915,427.5,43.2,17.5,23.17,0.4525,84.0275,43.35,17.5,41.38461538,17.5,17.3,0.135384615,19.2,34.49753333
2021-06-26 18:00:00,87.27075257,448.8975,430.8569444,53.25535917,230.5,43.15,17.5,23.5325,0.4925,82.6625,42.95,17.5,42.96923077,17.5,17.3,0.238461538,17.6,43.93358333
2021-06-26 21:00:00,86.9357405,451.28925,433.1111111,53.58355943,10,42.35,17.6,22.1775,0.1375,94.6075,42.85,17.55,43.33846154,17.6,17.4,0.28,6.2,37.44733333
2021-06-27 00:00:00,86.60201446,453.681,435.3652778,53.91378231,0,42.15,17.65,21.965,0.0625,97.3175,42.175,17.625,42.87692308,17.7,17.5,0.281923077,5.6,41.16951667
2021-06-27 03:00:00,86.26956951,457.26075,437.6194444,54.24604027,0,42.6,17.8,22.1125,0.1475,94.1075,42.45,17.75,42.61538462,17.8,17.5,0.249230769,4.5,46.6654
2021-06-27 06:00:00,85.93840075,460.8405,439.9604166,54.62114416,0.5,42.9,17.8,22.8975,0.495,81.9475,42.875,17.8,42.60769231,17.9,17.5,0.227307692,3.4,53.14565
2021-06-27 09:00:00,85.60850326,464.42025,442.3447916,55.01939358,358,42.6,17.9,24.98,0.835,73.4875,42.975,17.875,42.54615385,18,17.6,0.323846154,3.2,61.59155
2021-06-27 12:00:00,85.27987218,468,444.7291666,55.42054667,943,42.9,18,27.99,1.2625,66.3575,42.725,17.975,42.7,18,17.7,0.595769231,3.4,68.13993333
2021-06-27 15:00:00,84.95250263,471.57975,447.1135416,55.82462462,831.5,42.5,18.05,30.3925,1.665,61.4525,42.625,18.025,42.76153846,18.1,17.8,0.95,3.1,82.26143333
2021-06-27 18:00:00,84.62638978,475.1595,449.4979166,56.23164876,228.5,43.55,18.1,29.4675,1.39,66.115,43.3,18.1,42.95384615,18.2,17.8,1.221153846,3.1,84.34776667
2021-06-27 21:00:00,84.30152879,478.73925,451.8822916,56.64164056,32.5,43.2,18.3,28.2275,1.1975,68.515,43.35,18.225,42.98461538,18.4,17.9,1.358461538,2.5,70.16436667
2021-06-28 00:00:00,83.97791488,482.319,454.2666666,57.05462165,0,43.45,18.45,25.605,0.6475,80.0275,43.25,18.4,43.15384615,18.5,18,1.28,1.4,55.70923333
2021-06-28 03:00:00,83.65554324,485.926875,456.6510416,57.47061384,0,42.65,18.6,23.215,0.025,98.84,43.075,18.55,43.21538462,18.6,18.1,0.954230769,0.9,47.77651667
2021-06-28 06:00:00,83.33440911,489.53475,459.1128472,57.92893142,1,42.95,18.65,22.3375,0.015,99.1175,42.85,18.625,43.18461538,18.7,18.1,0.589230769,1.2,50.72733333
2021-06-28 09:00:00,83.01450774,493.142625,461.613368,58.41071692,224,43.8,18.75,23.8325,0.19,93.2425,43.55,18.725,43.21538462,18.8,18.3,0.335769231,1.1,47.95911667
2021-06-28 12:00:00,82.6958344,496.7505,464.1138889,58.89650935,647.5,43.95,18.8,27.6825,0.92,75.215,43.85,18.8,43.4,18.8,18.5,0.299615385,1.2,52.98415
2021-06-28 15:00:00,82.37838437,500.358375,466.6144097,59.38634203,844.5,44.35,18.8,30.4325,1.8275,57.8825,44.275,18.8,43.63076923,18.9,18.6,0.604615385,0.9,56.21715
2021-06-28 18:00:00,82.06215296,503.96625,469.1149305,59.88024858,171.5,43.75,18.95,31.5675,2.2475,51.33,43.875,18.9,43.86923077,19,18.7,1.099615385,0.3,54.91138333
2021-06-28 21:00:00,81.74713549,507.574125,471.6154514,60.37826286,37.5,43.65,19.05,29.475,1.8225,55.745,43.775,19.025,43.91538462,19.1,18.8,1.528846154,0.1,50.04365
2021-06-29 00:00:00,81.43332729,511.182,474.1159722,60.88041905,0,43.2,19.15,25.305,0.9425,70.64,43.275,19.125,43.76923077,19.3,18.8,1.662307692,0,45.13866667
2021-06-29 03:00:00,81.12072373,514.218375,476.6164931,61.38675159,0,43,19.3,22.6425,0.4625,82.875,43,19.275,43.47692308,19.3,18.8,1.483846154,0,42.6492
2021-06-29 06:00:00,80.80932018,517.25475,479.1427083,61.89624388,6,43.35,19.3,20.375,0.1725,92.465,43.175,19.3,43.33846154,19.4,19,1.043076923,0,43.29793333
2021-06-29 09:00:00,80.49911204,520.291125,481.6817708,62.40943477,399.5,42.9,19.3,22.825,0.475,82.81,43.125,19.3,43.16923077,19.4,19.1,0.638076923,0,41.67763333
2021-06-29 12:00:00,80.19009472,523.3275,484.2208333,62.92688061,642,43.25,19.3,26.7025,1.1075,68.19,43.05,19.3,43.1,19.4,19.2,0.561538462,0,50.10618333
2021-06-29 15:00:00,79.88226364,526.363875,486.7598958,63.44861667,140.5,43.45,19.35,20.275,0.1,95.52,42.925,19.325,43.08461538,19.4,19.3,0.476923077,8.2,42.45853333
2021-06-29 18:00:00,79.57561425,529.40025,489.2989583,63.97467852,227.5,42.75,19.45,23.2575,0.5075,81.885,43.15,19.425,43.05384615,19.5,19.3,0.509230769,8.2,48.93878333
2021-06-29 21:00:00,79.27014202,532.436625,491.8380208,64.50510202,50,42.45,19.5,23.5375,0.3925,86.3325,42.7,19.5,42.91538462,19.5,19.3,0.565,8.2,52.98143333
2021-06-30 00:00:00,78.96584243,535.473,494.3770833,65.03992334,0,42.85,19.5,21.3725,0.005,99.62,42.75,19.5,42.83076923,19.6,19.3,0.38,8.6,52.21186667
